    1.000000      0.1392004E-09
   0.9981050      0.6227118E-03
   0.9927352      0.2539983E-02
   0.9843874      0.5639671E-02
   0.9734347      0.9656471E-02
   0.9600722      0.1424618E-01
   0.9442897      0.1911608E-01
   0.9259682      0.2417870E-01
   0.9051638      0.2947564E-01
   0.8820754      0.3498234E-01
   0.8568881      0.4062952E-01
   0.8297989      0.4634758E-01
   0.8010137      0.5205582E-01
   0.7707476      0.5766817E-01
   0.7392225      0.6308084E-01
   0.7066713      0.6816664E-01
   0.6732042      0.7275850E-01
   0.6389020      0.7680280E-01
   0.6039728      0.8026840E-01
   0.5685485      0.8309677E-01
   0.5327731      0.8530181E-01
   0.4968597      0.8686777E-01
   0.4609682      0.8778440E-01
   0.4252895      0.8807830E-01
   0.3900088      0.8772189E-01
   0.3552859      0.8672252E-01
   0.3213199      0.8509927E-01
   0.2882829      0.8286654E-01
   0.2563437      0.8005703E-01
   0.2256845      0.7669516E-01
   0.1964601      0.7281469E-01
   0.1688297      0.6846553E-01
   0.1429382      0.6367956E-01
   0.1189065      0.5850946E-01
   0.9687683E-01  0.5301459E-01
   0.7694603E-01  0.4724576E-01
   0.5920714E-01  0.4128541E-01
   0.4376515E-01  0.3516748E-01
   0.3062906E-01  0.2895643E-01
   0.1983387E-01  0.2281092E-01
   0.1142060E-01  0.1672965E-01
   0.5280307E-02  0.1077909E-01
   0.1497907E-02  0.5348224E-02
   0.2448418E-04  0.4184333E-03
   0.5867380E-03 -0.3312282E-02
   0.3927094E-02 -0.5452999E-02
   0.1076752E-01 -0.6347260E-02
   0.2086200E-01 -0.6677730E-02
   0.3407863E-01 -0.6331263E-02
   0.5049539E-01 -0.5286658E-02
   0.7013529E-01 -0.3713228E-02
   0.9290431E-01 -0.1737866E-02
   0.1186255      0.5050342E-03
   0.1471047      0.2917220E-02
   0.1781341      0.5429175E-02
   0.2114847      0.7966547E-02
   0.2469133      0.1047405E-01
   0.2841581      0.1289400E-01
   0.3229461      0.1518902E-01
   0.3629941      0.1732402E-01
   0.4040003      0.1928395E-01
   0.4456917      0.2109493E-01
   0.4878362      0.2279460E-01
   0.5302778      0.2432704E-01
   0.5728506      0.2558919E-01
   0.6152415      0.2641157E-01
   0.6570314      0.2669931E-01
   0.6978404      0.2646815E-01
   0.7373395      0.2571814E-01
   0.7751946      0.2448852E-01
   0.8110796      0.2282109E-01
   0.8446735      0.2076046E-01
   0.8756674      0.1836340E-01
   0.9037702      0.1569600E-01
   0.9287099      0.1284300E-01
   0.9502395      0.9883545E-02
   0.9681401      0.6903480E-02
   0.9821455      0.4119841E-02
   0.9920878      0.1891185E-02
   0.9980260      0.4879194E-03
   0.9999990     -0.1392004E-09
